motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr1	56821220	56821221	8604	2.421279	-	19.06	N1
chr8	132192199	132192200	238617	4.051418	+	19.06	N1
chr3	38651402	38651403	163794	3.667871	+	19.06	N1
chr6	151675910	151675911	210744	4.370301	+	19.06	N1
chr3	169863604	169863605	173063	2.912057	+	19.06	N1
chr17	64321234	64321235	99222	2.811711	+	19.06	N1
chr10	15210020	15210021	23776	1.616912	+	19.06	N1
chr19	56172070	56172071	121635	3.203094	-	19.09	N1
chr3	50260146	50260147	165246	4.138665	+	19.09	N1
chr13	48095204	48095205	60050	2.901897	-	19.09	N1
chr2	231677815	231677816	140396	7.756047	+	19.09	N1
chr3	13885602	13885603	162188	2.621856	-	19.09	N1
chr11	126480920	126480921	45670	6.973865	-	19.12	N1
chr12	108512127	108512128	54489	6.857241	-	19.15	N1
chr22	37607225	37607226	157807	2.874905	+	19.15	N1
chr11	67792432	67792433	40526	1.05427	-	19.15	N1
chr19	17946480	17946481	115141	3.284858	+	19.18	N1
chr11	72683915	72683916	41462	2.79815	-	19.18	N1
chr19	42296225	42296226	119247	3.132958	-	19.18	N1
chr10	77711601	77711602	28177	3.66363	-	19.21	N1
chr20	46681534	46681535	148041	1.805433	-	19.21	N1
chr12	76791170	76791171	52678	0.595041	-	19.21	N1
chr19	50669551	50669552	120856	9.648945	+	19.24	N1
chr10	21278900	21278901	24102	2.699706	+	19.24	N1
chr17	79924567	79924568	101472	3.218455	-	19.24	N1
chr7	67625364	67625365	221960	3.466694	+	19.24	N1
chr12	122356329	122356330	56135	2.149271	-	19.24	N1
chr4	177047536	177047537	185788	2.015554	-	19.24	N1
chr11	125141913	125141914	45497	4.519525	-	19.27	N1
chr5	170633190	170633191	198437	4.006002	-	19.27	N1
chr21	25708670	25708671	151874	3.870754	-	19.27	N1
chr1	14915539	14915540	2901	6.686627	+	19.27	N1
chr10	17743040	17743041	23937	2.804634	-	19.3	N1
chr9	27276628	27276629	242846	1.451307	-	19.3	N1
chr19	15584835	15584836	114661	3.883813	+	19.3	N1
chr13	20712784	20712785	58028	2.418892	+	19.3	N1
chr1	109399556	109399557	11428	1.903702	-	19.33	N1
chr12	109393929	109393930	54606	3.591219	-	19.33	N1
chr2	94874378	94874379	130852	2.74938	+	19.33	N1
chr12	576279	576280	47035	4.987868	+	19.33	N1
chr17	79401307	79401308	101338	2.652327	+	19.36	N1
chr17	34542915	34542916	95521	7.879877	+	19.36	N1
chr11	117426387	117426388	44529	4.183213	+	19.36	N1
chr19	48314569	48314570	120342	2.470259	+	19.36	N1
chr11	75723355	75723356	41893	2.943325	+	19.36	N1
chr3	195859498	195859499	174798	3.059296	+	19.36	N1
chr2	221573696	221573697	139699	3.33333	-	19.39	N1
chr11	15941367	15941368	36196	3.521387	-	19.39	N1
chr9	114487772	114487773	248166	2.432754	+	19.39	N1
chr18	35231154	35231155	107856	3.503429	+	19.39	N1
chr11	2195093	2195094	34822	1.875401	-	19.45	N1
chr20	58179727	58179728	149420	2.66729	-	19.45	N1
chr2	68595376	68595377	129079	2.454457	-	19.48	N1
chr16	11371930	11371931	83335	2.597634	-	19.48	N1
chr20	40963167	40963168	147336	5.581247	-	19.48	N1
chr7	11344015	11344016	217875	2.312305	-	19.48	N1
chr2	199740002	199740003	138089	10.35455	-	19.51	N1
chr2	178891613	178891614	137083	2.890333	+	19.51	N1
chr16	2961897	2961898	82303	4.520209	-	19.54	N1
chr16	3031827	3031828	82335	1.32809	+	19.54	N1
chr12	49296690	49296691	50391	1.749224	-	19.57	N1
chr5	173573259	173573260	198833	6.031212	-	19.57	N1
chr11	46889796	46889797	38263	4.898681	+	19.57	N1
chr6	166775369	166775370	212006	6.998778	+	19.57	N1
chr16	58097393	58097394	87282	4.295088	+	19.6	N1
chr8	31185482	31185483	232438	2.913638	-	19.6	N1
chr12	98491165	98491166	53721	5.009964	+	19.6	N1
chr19	1775105	1775106	111764	3.923972	+	19.6	N1
chr2	231715417	231715418	140412	2.525084	-	19.64	N1
chr3	46866925	46866926	164679	3.245121	+	19.64	N1
chr19	32224795	32224796	117669	2.431471	-	19.64	N1
chr2	169132124	169132125	136311	6.133577	-	19.64	N1
chr1	209248855	209248856	19239	5.20755	-	19.64	N1
chr5	18394387	18394388	188623	2.448511	+	19.64	N1
chr4	87150977	87150978	181419	3.638198	+	19.67	N1
chr6	63764530	63764531	206000	3.338692	-	19.67	N1
chr5	151239431	151239432	197212	3.747619	-	19.67	N1
chr11	128860042	128860043	45874	5.413851	+	19.67	N1
chr22	17058380	17058381	154660	3.821556	-	19.7	N1
chr17	76398179	76398180	100649	7.066371	+	19.7	N1
chr11	77047874	77047875	42070	1.706394	+	19.7	N1
chr1	165367575	165367576	15970	6.276176	+	19.73	N1
chr9	133406990	133406991	250671	2.310994	+	19.73	N1
chr2	10072755	10072756	124490	4.918586	+	19.76	N1
chr5	135552030	135552031	195646	3.085352	-	19.76	N1
chr19	43447206	43447207	119457	4.324953	+	19.76	N1
chr9	97710801	97710802	246837	3.052453	+	19.79	N1
chr14	36942408	36942409	65025	1.950735	-	19.79	N1
chr3	37213181	37213182	163609	5.143837	-	19.79	N1
chr17	39959120	39959121	96227	14.9866	+	19.79	N1
chr1	222096360	222096361	20131	4.981177	+	19.79	N1
chr1	152052741	152052742	14427	6.448918	+	19.82	N1
chr19	38134759	38134760	118450	1.274576	+	19.82	N1
chr4	25440113	25440114	178440	3.369386	+	19.82	N1
chr10	15585435	15585436	23811	6.781188	+	19.82	N1
chr4	6546809	6546810	176750	1.537066	-	19.82	N1
chr17	65198945	65198946	99308	4.811491	-	19.85	N1
chr11	44617050	44617051	37905	3.389319	-	19.85	N1
chr15	101641352	101641353	80400	6.564589	-	19.88	N1
chr1	207620506	207620507	19078	1.284217	-	19.88	N1
chr16	53510638	53510639	86682	3.300712	-	19.88	N1
chr19	35135560	35135561	118084	2.774364	-	19.91	N1
chr2	68362171	68362172	129067	3.682423	+	19.91	N1
chr19	3719237	3719238	112387	2.32483	-	19.91	N1
chr1	156385780	156385781	15057	2.153456	+	19.91	N1
chr8	12015220	12015221	230837	2.056521	-	19.91	N1
chr12	53066115	53066116	50978	2.364692	+	19.91	N1
chr7	33933051	33933052	219412	4.809569	-	19.91	N1
chr17	30698059	30698060	95099	4.407296	-	19.94	N1
chr5	53096123	53096124	191068	5.832685	-	19.94	N1
chr8	38410812	38410813	232913	3.913128	-	19.94	N1
chr9	130461346	130461347	250099	3.643992	+	19.94	N1
chr16	30032413	30032414	85248	5.715929	-	19.94	N1
chr6	52839758	52839759	205503	4.420423	+	20	N1
chr19	56252996	56252997	121647	4.425262	-	20.03	N1
chr19	7149299	7149300	113158	2.020603	+	20.03	N1
chr12	122793838	122793839	56169	2.965707	+	20.06	N1
chr1	36369203	36369204	6313	5.857517	-	20.06	N1
chr8	79684781	79684782	235487	3.743159	+	20.06	N1
chr12	111451857	111451858	54932	2.676906	-	20.09	N1
chr15	81266008	81266009	78420	3.47323	-	20.09	N1
chr7	101290595	101290596	224372	4.63723	-	20.12	N1
chr14	103500336	103500337	70360	2.431574	+	20.12	N1
chr10	79197041	79197042	28415	3.647487	-	20.15	N1
chr2	232611811	232611812	140559	5.03777	+	20.15	N1
chr8	140358752	140358753	239363	4.447888	+	20.18	N1
chr12	949969	949970	47068	3.00082	-	20.18	N1
chr5	150218331	150218332	197044	3.521945	-	20.18	N1
chr8	40993929	40993930	233099	2.760689	-	20.18	N1
chr5	18698723	18698724	188631	1.801607	-	20.21	N1
chr11	99016050	99016051	43276	4.673288	-	20.21	N1
chr18	3666455	3666456	103827	4.00693	-	20.21	N1
chr4	99056227	99056228	181963	3.634714	-	20.21	N1
chr7	29408950	29408951	218994	5.122841	-	20.24	N1
chr11	12047550	12047551	35860	4.716409	+	20.24	N1
chr17	50027004	50027005	97908	3.896086	+	20.27	N1
chr1	172728136	172728137	16486	2.822335	-	20.27	N1
chr1	109640407	109640408	11464	8.315259	+	20.3	N1
chr12	120647111	120647112	55847	5.61768	+	20.3	N1
chr11	48173028	48173029	38406	3.35994	+	20.3	N1
chr19	18469764	18469765	115312	4.477249	+	20.33	N1
chr12	1118170	1118171	47076	2.767145	+	20.33	N1
chr11	61477840	61477841	39071	2.97639	+	20.36	N1
chr10	80662830	80662831	28626	4.514283	+	20.36	N1
chr5	154072486	154072487	197400	3.298141	+	20.36	N1
chr3	120559076	120559077	169232	9.161417	-	20.36	N1
chr3	194333933	194333934	174601	4.605484	+	20.39	N1
chr17	42067465	42067466	96584	6.06889	+	20.39	N1
chr17	17812412	17812413	93926	2.034695	+	20.39	N1
chr2	208373668	208373669	138719	2.506717	+	20.42	N1
chr6	49849755	49849756	205305	1.223355	-	20.42	N1
chr15	101008578	101008579	80291	4.819314	-	20.42	N1
chr1	21217047	21217048	4022	3.010712	+	20.45	N1
chr3	134308557	134308558	170853	3.522415	+	20.45	N1
chr1	202236565	202236566	18368	5.571989	+	20.48	N1
chr12	54993421	54993422	51263	3.003185	+	20.48	N1
chr2	218876797	218876798	139398	3.549653	+	20.48	N1
chr3	14509079	14509080	162293	6.808397	+	20.48	N1
chr19	2019763	2019764	111855	5.321441	+	20.51	N1
chr11	35616362	35616363	37447	1.822586	+	20.51	N1
chr20	63056607	63056608	150332	0.8120591	+	20.51	N1
chr5	108260756	108260757	193971	2.120175	+	20.51	N1
chr16	69311297	69311298	88184	4.248828	+	20.54	N1
chr14	102517000	102517001	70172	1.880958	-	20.57	N1
chr16	71412904	71412905	88453	4.719859	+	20.57	N1
chr9	97387138	97387139	246789	8.485915	+	20.6	N1
chr1	15027681	15027682	2922	3.684219	-	20.6	N1
chr21	42309851	42309852	153314	4.364529	+	20.6	N1
chr10	102169599	102169600	30436	6.551473	+	20.63	N1
chr6	165729503	165729504	211851	3.857873	+	20.66	N1
chr11	67351375	67351376	40386	6.873076	+	20.66	N1
chr10	30640131	30640132	24764	4.316759	+	20.69	N1
chr9	137672998	137672999	252110	2.950906	+	20.69	N1
chr3	45660214	45660215	164493	2.095803	-	20.69	N1
chr11	18115683	18115684	36396	2.800204	+	20.69	N1
chr20	21235840	21235841	144113	0.3064744	+	20.72	N1
chr19	11435136	11435137	113948	1.304748	+	20.72	N1
chr19	55632557	55632558	121549	6.052453	+	20.72	N1
chr5	54229362	54229363	191124	2.696164	-	20.75	N1
chr7	135238342	135238343	226639	1.251706	-	20.75	N1
chr19	35947584	35947585	118239	3.536915	+	20.75	N1
chr1	3724591	3724592	1137	4.45046984058021	-	20.78	N1
chr1	24542166	24542167	4558	2.362076	+	20.78	N1
chr4	139651782	139651783	183845	2.756663	-	20.78	N1
chr11	61254610	61254611	39033	4.112818	+	20.78	N1
chr3	39292031	39292032	163878	9.372482	-	20.78	N1
chr1	155176791	155176792	14870	4.550089	+	20.81	N1
chr12	130031784	130031785	57019	5.267322	-	20.81	N1
chr1	110197090	110197091	11565	4.303388	+	20.81	N1
chr7	136115441	136115442	226711	4.029438	+	20.81	N1
chr19	4186587	4186588	112499	5.981569	-	20.84	N1
chr16	66270605	66270606	87657	3.500219	-	20.87	N1
chr19	2637146	2637147	112047	3.262263	-	20.87	N1
chr10	28394149	28394150	24570	1.982952	-	20.87	N1
chr19	4139897	4139898	112489	8.881907	-	20.9	N1
chr4	41661648	41661649	179218	2.613473	-	20.9	N1
chr19	40222057	40222058	118790	4.693882	-	20.9	N1
chr8	54169502	54169503	233991	2.28557	+	20.93	N1
chr12	49098181	49098182	50372	3.149923	-	20.93	N1
chr6	145634187	145634188	210329	5.397006	-	20.93	N1
chr17	41696153	41696154	96506	6.794242	-	20.96	N1
chr11	66430179	66430180	40217	3.298015	-	20.96	N1
chr2	126972179	126972180	133683	2.260338	-	20.99	N1
chr19	16182905	16182906	114758	3.161943	-	20.99	N1
chr19	3126162	3126163	112168	2.467478	-	20.99	N1
chr11	75867970	75867971	41911	1.153304	-	20.99	N1
chr2	11785103	11785104	124811	1.651611	-	20.99	N1
chr19	45059651	45059652	119676	4.062002	-	21.02	N1
chr11	75205123	75205124	41782	3.547865	-	21.02	N1
chr11	44286491	44286492	37847	4.924872	+	21.02	N1
chr7	45917762	45917763	220537	4.523641	+	21.05	N1
chr2	127050331	127050332	133699	3.663694	-	21.05	N1
chr16	46929895	46929896	86045	5.849932	-	21.05	N1
chr2	238139755	238139756	141333	1.358641	-	21.05	N1
chr6	20092218	20092219	202066	1.52035	+	21.09	N1
chr16	27109832	27109833	84736	1.379286	-	21.09	N1
chr1	2045001	2045002	511	0.935618213287982	-	21.09	N1
chr5	10863971	10863972	188177	3.358258	+	21.12	N1
chr9	133103354	133103355	250586	5.238269	+	21.12	N1
chr2	27086628	27086629	126096	5.13065	+	21.12	N1
chr11	19259927	19259928	36491	4.359314	+	21.12	N1
chr1	10867292	10867293	2328	1.67357419707131	-	21.12	N1
chr1	203216384	203216385	18496	4.101975	-	21.12	N1
chr15	89207023	89207024	79219	5.624967	+	21.15	N1
chr15	64153725	64153726	76179	3.792305	-	21.15	N1
chr16	68040755	68040756	88029	4.405405	-	21.18	N1
chr19	4233542	4233543	112514	5.992697	+	21.21	N1
chr7	19754709	19754710	218257	1.986198	+	21.21	N1
chr2	235766393	235766394	140979	3.972963	+	21.24	N1
chr8	26690873	26690874	232016	3.151903	+	21.27	N1
chr15	73636657	73636658	77242	3.858869	-	21.27	N1
chr17	40027196	40027197	96237	2.598262	-	21.3	N1
chr2	240566526	240566527	141885	0.477398	+	21.3	N1
chr19	48103249	48103250	120306	4.71419	-	21.33	N1
chr11	18764457	18764458	36459	9.068158	-	21.33	N1
chr9	93963146	93963147	246431	3.929945	-	21.33	N1
chr16	66406639	66406640	87689	3.885872	+	21.33	N1
chr1	108125718	108125719	11308	3.308541	-	21.36	N1
chr7	55415386	55415387	221241	2.228814	-	21.36	N1
chr2	36770891	36770892	126884	5.325367	-	21.36	N1
chr11	73295626	73295627	41553	4.443473	+	21.36	N1
chr8	27597329	27597330	232112	8.945821	+	21.39	N1
chr1	12209035	12209036	2595	3.91825088928511	-	21.39	N1
chr15	45430459	45430460	74860	1.189886	+	21.42	N1
chr1	158998869	158998870	15374	2.821746	-	21.42	N1
chr10	30581974	30581975	24758	2.662436	+	21.45	N1
chr1	53393498	53393499	8200	7.037982	-	21.45	N1
chr4	67393895	67393896	180297	2.440616	-	21.45	N1
chr11	57493611	57493612	38704	2.70206	+	21.48	N1
chr1	27669314	27669315	5142	3.507707	+	21.48	N1
chr19	38634793	38634794	118561	7.765577	-	21.51	N1
chr3	53196099	53196100	165723	1.465285	-	21.51	N1
chr20	49217296	49217297	148371	4.909235	-	21.51	N1
chr20	57495407	57495408	149274	3.958581	-	21.6	N1
chr7	43439985	43439986	220114	5.507833	+	21.63	N1
chr10	117216776	117216777	31666	1.791856	+	21.63	N1
chr5	174327472	174327473	198903	2.422283	+	21.66	N1
chr1	237806958	237806959	21750	3.628809	+	21.66	N1
chr20	37384859	37384860	146942	2.333785	-	21.69	N1
chr1	32876823	32876824	5902	2.5798	+	21.69	N1
chr19	4811859	4811860	112673	5.987803	+	21.69	N1
chr19	16771726	16771727	114881	3.340555	+	21.72	N1
chr19	14048746	14048747	114394	7.505821	-	21.75	N1
chr6	39865491	39865492	204273	3.050735	+	21.75	N1
chr8	27727427	27727428	232125	2.573398	-	21.75	N1
chr1	20493972	20493973	3936	6.022081	-	21.78	N1
chr2	237072528	237072529	141154	12.6204	-	21.78	N1
chr15	89760928	89760929	79309	6.928268	+	21.81	N1
chr1	40850186	40850187	6876	4.75841	-	21.81	N1
chr7	45854465	45854466	220525	2.429923	-	21.84	N1
chr1	145721330	145721331	13804	2.947553	-	21.84	N1
chr1	54081843	54081844	8313	4.042321	-	21.84	N1
chr2	96508247	96508248	131108	4.874817	+	21.87	N1
chr12	47837781	47837782	50213	7.61464	-	21.87	N1
chr11	59754134	59754135	38859	6.287731	+	21.87	N1
chr5	172713205	172713206	198696	2.192733	+	21.87	N1
chr17	43766604	43766605	96899	2.98408	-	21.9	N1
chr1	176881180	176881181	16753	3.112911	-	21.9	N1
chr1	52002475	52002476	8068	3.90771	-	21.93	N1
chr7	26198250	26198251	218734	2.077084	-	21.93	N1
chr20	47663949	47663950	148143	9.293147	+	21.96	N1
chr13	99442470	99442471	62319	2.432835	+	21.96	N1
chr4	138681193	138681194	183773	8.385549	-	21.96	N1
chr2	212567805	212567806	138888	2.172577	-	21.96	N1
chr8	97560161	97560162	236503	3.128227	+	21.99	N1
chr19	48489939	48489940	120382	4.479126	+	21.99	N1
chr2	216682649	216682650	139112	4.593207	+	22.11	N1
chr19	4633389	4633390	112628	4.087289	-	22.14	N1
chr21	37463261	37463262	152761	2.493318	+	22.14	N1
chr17	35539560	35539561	95625	3.645719	-	22.17	N1
chr16	82263697	82263698	89393	3.116772	+	22.17	N1
chr1	160101161	160101162	15479	2.366101	+	22.2	N1
chr7	29589359	29589360	219005	3.148157	-	22.2	N1
chr5	43040483	43040484	189755	1.940781	-	22.2	N1
chr16	27179666	27179667	84746	3.616672	+	22.23	N1
chr3	42547614	42547615	164163	6.679188	-	22.26	N1
chr19	9931047	9931048	113574	3.840355	+	22.29	N1
chr4	128574818	128574819	183382	2.588622	+	22.29	N1
chr19	48152657	48152658	120316	3.821371	-	22.32	N1
chr19	44800679	44800680	119622	8.449259	+	22.32	N1
chr11	126441010	126441011	45658	5.929688	+	22.35	N1
chr1	167540558	167540559	16154	3.787607	-	22.38	N1
chr12	48853422	48853423	50317	8.609879	+	22.38	N1
chr12	57459268	57459269	51602	6.703008	+	22.41	N1
chr5	6821045	6821046	187823	2.489537	+	22.44	N1
chr4	8242357	8242358	177178	7.502072	+	22.44	N1
chr7	65722465	65722466	221776	4.105873	+	22.47	N1
chr6	142538088	142538089	210148	3.057296	-	22.47	N1
chr20	4607423	4607424	142902	7.593409	+	22.5	N1
chr7	119270142	119270143	225494	2.835371	+	22.5	N1
chr20	33299304	33299305	146420	3.408916	-	22.5	N1
chr5	134102166	134102167	195435	3.282998	+	22.5	N1
chr5	151447496	151447497	197236	3.162738	+	22.54	N1
chr20	44685363	44685364	147727	6.964199	+	22.54	N1
chr22	18954601	18954602	154900	4.890086	+	22.57	N1
chr12	34218612	34218613	49539	3.318925	-	22.6	N1
chr1	33295665	33295666	5986	11.85085	+	22.63	N1
chr7	48110344	48110345	220735	10.14569	-	22.66	N1
chr19	18251987	18251988	115221	5.913325	-	22.66	N1
chr2	217785646	217785647	139200	5.589878	+	22.66	N1
chr2	105238128	105238129	131888	5.366132	-	22.66	N1
chr5	177309869	177309870	199294	2.938327	+	22.69	N1
chr12	57183146	57183147	51545	4.723552	-	22.69	N1
chr2	73212672	73212673	129621	4.655611	-	22.69	N1
chr1	38587239	38587240	6630	5.182209	-	22.75	N1
chr3	195260211	195260212	174739	1.003418	-	22.75	N1
chr7	50633096	50633097	220907	8.245785	-	22.75	N1
chr12	119659478	119659479	55717	5.046427	-	22.78	N1
chr20	34129847	34129848	146528	3.211518	-	22.78	N1
chr19	3485182	3485183	112299	4.609878	-	22.81	N1
chr19	42450635	42450636	119296	3.318768	+	22.84	N1
chr19	35114778	35114779	118081	4.426021	+	22.87	N1
chr2	218853020	218853021	139392	3.160128	+	22.9	N1
chr19	49547164	49547165	120581	2.334523	-	22.9	N1
chr2	6826610	6826611	124144	3.5998	+	22.9	N1
chr2	231612729	231612730	140379	4.949964	+	22.93	N1
chr19	35044537	35044538	118066	9.201992	+	22.93	N1
chr19	10389058	10389059	113683	6.81165	-	22.96	N1
chr2	121077141	121077142	133362	6.243924	+	22.99	N1
chr1	34866527	34866528	6157	3.341929	+	22.99	N1
chr10	30726970	30726971	24773	6.523312	+	23.02	N1
chr11	71639377	71639378	41298	3.711571	+	23.02	N1
chr17	74203557	74203558	100150	4.551082	+	23.05	N1
chr7	158977235	158977236	229125	6.388223	-	23.05	N1
chr1	39816988	39816989	6760	3.921831	+	23.08	N1
chr4	40150063	40150064	179120	9.832677	+	23.11	N1
chr16	85718066	85718067	89979	2.682752	-	23.14	N1
chr16	25233900	25233901	84626	3.733945	+	23.14	N1
chr19	46029067	46029068	119932	4.587604	+	23.17	N1
chr10	100433922	100433923	30164	4.399062	-	23.17	N1
chr7	98831839	98831840	223909	3.941431	+	23.17	N1
chr12	54201495	54201496	51172	5.073313	-	23.2	N1
chr20	39048247	39048248	147190	4.734395	+	23.23	N1
chr2	26961895	26961896	126073	5.464133	+	23.23	N1
chr1	61050063	61050064	8900	5.038247	+	23.26	N1
chr11	3091957	3091958	35088	10.24774	+	23.26	N1
chr2	11682219	11682220	124795	9.539119	-	23.26	N1
chr12	54207975	54207976	51174	3.980539	-	23.29	N1
chr1	157370101	157370102	15241	2.761894	+	23.29	N1
chr6	49410117	49410118	205286	4.27939	-	23.35	N1
chr1	109777016	109777017	11496	6.463193	+	23.35	N1
chr19	47035962	47035963	120104	3.601911	+	23.38	N1
chr11	65330099	65330100	39944	1.709871	-	23.44	N1
chr12	54336633	54336634	51194	2.941181	+	23.47	N1
chr20	49609107	49609108	148432	4.917529	-	23.5	N1
chr7	101411396	101411397	224389	6.666498	-	23.53	N1
chr7	30983775	30983776	219179	6.337866	+	23.53	N1
chr1	246497498	246497499	22260	0.8301529	+	23.56	N1
chr1	9867657	9867658	2187	10.1234813593816	-	23.62	N1
chr4	1726427	1726428	175789	11.45441	-	23.65	N1
chr1	47193072	47193073	7653	7.398952	+	23.65	N1
chr12	31636831	31636832	49404	5.745768	-	23.71	N1
chr1	159211722	159211723	15391	3.247614	-	23.74	N1
chr5	140351915	140351916	196163	3.86078	-	23.77	N1
chr2	112885098	112885099	132614	4.147241	-	23.77	N1
chr1	110116626	110116627	11544	8.320483	-	23.8	N1
chr5	149667723	149667724	196954	5.248294	+	23.8	N1
chr1	119675740	119675741	12433	3.459258	-	23.86	N1
chr21	34348093	34348094	152452	7.437997	-	23.89	N1
chr1	230917421	230917422	21168	3.49841	+	23.92	N1
chr3	194472482	194472483	174622	0.8647206	+	23.95	N1
chr19	51473115	51473116	120991	4.114271	+	23.99	N1
chr6	149934343	149934344	210598	2.259093	+	23.99	N1
chr1	121097694	121097695	12539	5.800779	-	23.99	N1
chr19	28633920	28633921	117217	7.522522	-	24.05	N1
chr2	43229705	43229706	127420	4.41062	-	24.05	N1
chr19	36170901	36170902	118290	2.601927	-	24.11	N1
chr19	16714900	16714901	114872	7.606224	+	24.14	N1
chr5	150161796	150161797	197025	2.957018	+	24.14	N1
chr19	5048451	5048452	112730	6.567362	+	24.17	N1
chr1	3491397	3491398	1039	4.25018288393667	+	24.2	N1
chr10	71384395	71384396	27547	5.912453	+	24.2	N1
chr8	95305562	95305563	236335	5.636443	+	24.23	N1
chr19	5987527	5987528	112977	4.33266	+	24.26	N1
chr19	17282842	17282843	114980	2.347228	-	24.32	N1
chr1	157496237	157496238	15251	2.385055	-	24.35	N1
chr1	161227539	161227540	15644	4.392625	+	24.38	N1
chr17	57131151	57131152	98450	2.914634	+	24.41	N1
chr20	5100931	5100932	142951	3.150174	-	24.41	N1
chr1	7667714	7667715	1845	6.43009893185236	+	24.44	N1
chr10	34638639	34638640	25017	7.723478	-	24.47	N1
chr20	816205	816206	142399	7.646864	+	24.47	N1
chr19	1267121	1267122	111570	3.705305	-	24.47	N1
chr5	69043005	69043006	192054	5.625932	+	24.5	N1
chr20	44080931	44080932	147641	7.036751	-	24.5	N1
chr6	83536223	83536224	206921	3.293576	-	24.59	N1
chr12	121110512	121110513	55921	4.945348	-	24.65	N1
chr11	12044423	12044424	35859	4.594298	-	24.68	N1
chr7	93902980	93902981	223585	2.253735	+	24.74	N1
chr9	136363844	136363845	251613	4.009528	-	24.8	N1
chr18	47749280	47749281	108676	1.062822	-	24.8	N1
chr19	14217540	14217541	114453	4.338011	+	24.89	N1
chr11	61638600	61638601	39133	3.582204	-	24.95	N1
chr17	43846430	43846431	96909	3.943367	-	24.98	N1
chr7	144127912	144127913	227403	4.613574	-	25.01	N1
chr7	131689308	131689309	226286	7.156776	+	25.07	N1
chr9	98205890	98205891	246908	3.092392	+	25.1	N1
chr11	3455025	3455026	35165	1.048182	+	25.1	N1
chr11	117947092	117947093	44631	8.752006	-	25.22	N1
chr12	54032747	54032748	51140	5.8665	+	25.22	N1
chr8	98358274	98358275	236578	5.985684	+	25.25	N1
chr15	90648240	90648241	79429	2.487206	+	25.25	N1
chr2	119703019	119703020	133124	5.183274	+	25.25	N1
chr9	127734758	127734759	249423	7.018305	-	25.28	N1
chr9	98315712	98315713	246927	4.744352	+	25.34	N1
chr19	1767623	1767624	111761	6.938888	-	25.4	N1
chr19	39502995	39502996	118728	7.304947	-	25.44	N1
chr20	57381959	57381960	149237	4.110293	+	25.47	N1
chr19	5031782	5031783	112722	2.867763	-	25.59	N1
chr6	15893770	15893771	201777	1.721341	+	25.59	N1
chr1	6554609	6554610	1639	3.08307031290453	-	25.65	N1
chr16	89910472	89910473	91003	2.02318	-	25.71	N1
chr11	45843303	45843304	38121	3.45099	+	25.71	N1
chr21	29476628	29476629	152056	4.658564	+	25.74	N1
chr8	23019407	23019408	231714	3.434064	-	25.77	N1
chr4	75573575	75573576	180734	2.625423	+	25.77	N1
chr11	3609855	3609856	35184	3.033269	-	25.8	N1
chr1	165393069	165393070	15975	4.567086	+	25.92	N1
chr16	18969467	18969468	84046	5.818109	-	25.95	N1
chr17	78112798	78112799	100998	6.399943	+	26.04	N1
chr19	45248839	45248840	119730	3.110193	-	26.13	N1
chr3	139329515	139329516	171273	3.625066	-	26.16	N1
chr20	4172710	4172711	142851	3.642979	-	26.19	N1
chr1	223696610	223696611	20267	3.544517	-	26.19	N1
chr1	110060262	110060263	11535	5.268095	-	26.19	N1
chr1	155168047	155168048	14865	3.885446	-	26.25	N1
chr1	78130953	78130954	9806	1.973936	+	26.25	N1
chr17	42101724	42101725	96602	5.761788	-	26.34	N1
chr11	61733606	61733607	39167	2.32673	-	26.4	N1
chr20	46023050	46023051	147913	2.742539	+	26.49	N1
chr19	18410785	18410786	115279	5.538441	-	26.52	N1
chr1	220810315	220810316	20053	6.200083	+	26.55	N1
chr6	156662143	156662144	211040	3.962616	-	26.55	N1
chr7	135274671	135274672	226644	5.294793	+	26.55	N1
chr20	645677	645678	142366	3.467518	-	26.61	N1
chr16	85393873	85393874	89851	2.442	+	26.7	N1
chr16	53054966	53054967	86647	2.765811	+	26.76	N1
chr1	230310760	230310761	21097	6.473667	-	26.76	N1
chr5	150561113	150561114	197116	7.638203	+	26.79	N1
chr19	49146016	49146017	120515	3.342226	-	26.82	N1
chr7	25216961	25216962	218653	2.499927	-	26.92	N1
chr17	39548097	39548098	96147	4.885699	+	26.98	N1
chr16	2501373	2501374	82172	2.914739	-	27.1	N1
chr12	113174563	113174564	55102	7.523548	-	27.13	N1
chr11	33988175	33988176	37295	3.882379	-	27.16	N1
chr20	31569711	31569712	146158	3.212279	+	27.16	N1
chr16	87550572	87550573	90317	4.321161	+	27.25	N1
chr1	239898327	239898328	21836	7.750214	-	27.46	N1
chr6	154154566	154154567	210874	2.159101	+	27.61	N1
chr1	54489576	54489577	8377	3.543988	-	27.61	N1
chr12	45990756	45990757	50053	8.079582	+	27.67	N1
chr5	34474686	34474687	189211	4.421908	+	27.7	N1
chr1	46037230	46037231	7512	4.625035	+	27.76	N1
chr1	28877369	28877370	5265	2.835595	-	27.79	N1
chr7	14691816	14691817	218020	2.693397	-	27.82	N1
chr19	8354133	8354134	113407	3.703796	+	27.85	N1
chr8	15378461	15378462	231028	3.388152	-	27.88	N1
chr7	139646103	139646104	226942	3.575439	+	27.91	N1
chr11	62424897	62424898	39315	5.345374	+	27.97	N1
chr11	44621315	44621316	37907	3.035412	+	28.03	N1
