motif_chr	motif_start	motif_end	motif_index	salt_tolerance	strand	xchip_signal	peak_group
chr8	70668542	70668543	235048	0.1168389	-	18.49	N3
chr6	68196835	68196836	206133	0.1557555	-	18.49	N3
chr7	17770031	17770032	218166	-0.1217888	+	18.52	N3
chr2	191691131	191691132	137710	-0.1918205	-	18.52	N3
chr5	177087122	177087123	199265	-0.07548262	+	18.52	N3
chr22	20583818	20583819	155338	0.2514696	+	18.52	N3
chr20	62496668	62496669	150140	-0.2075084	+	18.52	N3
chr20	8722504	8722505	143185	0.420332	-	18.55	N3
chr1	161165815	161165816	15628	-0.1526629	+	18.55	N3
chr16	28508222	28508223	84954	-0.02892061	-	18.55	N3
chr22	37539036	37539037	157790	-0.1614802	-	18.55	N3
chr4	57038184	57038185	179968	-0.1402875	+	18.58	N3
chr16	21278348	21278349	84276	0.129083	-	18.58	N3
chr8	27465778	27465779	232085	0.2364427	+	18.58	N3
chr11	44523688	44523689	37886	-0.003273271	+	18.61	N3
chr12	102811313	102811314	53989	-0.08793265	-	18.61	N3
chr1	179079339	179079340	16925	0.04008591	+	18.64	N3
chr12	124914098	124914099	56571	-0.08169227	+	18.64	N3
chr11	19903714	19903715	36565	0.1755835	-	18.64	N3
chr6	167968300	167968301	212161	0.5706324	-	18.64	N3
chr11	4493435	4493436	35254	-0.001676666	-	18.64	N3
chr2	26184885	26184886	125941	-0.07878492	-	18.64	N3
chr19	7970948	7970949	113341	0.4329605	+	18.67	N3
chr17	72725659	72725660	99914	0.007543122	+	18.67	N3
chr22	37199627	37199628	157691	0.6660193	-	18.67	N3
chr5	136082635	136082636	195718	0.01420027	-	18.67	N3
chr12	104201388	104201389	54095	-0.1259904	+	18.7	N3
chr22	31107832	31107833	156967	0.603044	+	18.7	N3
chr11	72849057	72849058	41510	0.1058912	-	18.7	N3
chr4	57163754	57163755	179982	0.1492504	+	18.73	N3
chr11	3849425	3849426	35207	-0.09062652	+	18.73	N3
chr5	135203743	135203744	195586	-0.1236359	-	18.73	N3
chr2	97113099	97113100	131218	0.5343928	+	18.73	N3
chr12	103548815	103548816	54035	-0.02994581	-	18.73	N3
chr5	180670745	180670746	199928	-0.05498471	-	18.73	N3
chr5	145681792	145681793	196652	-0.1093388	+	18.76	N3
chr2	235779605	235779606	140982	-0.09095701	+	18.76	N3
chr1	176073735	176073736	16711	-0.07086165	-	18.79	N3
chr11	121656163	121656164	45194	-0.06061666	+	18.79	N3
chr1	64824369	64824370	9146	0.1539084	-	18.79	N3
chr10	13075010	13075011	23581	0.3066106	-	18.79	N3
chr8	93975339	93975340	236217	0.03724002	-	18.82	N3
chr16	68704519	68704520	88132	0.4032778	+	18.82	N3
chr7	2451578	2451579	216983	0.3373062	+	18.82	N3
chr12	110552476	110552477	54775	-0.005967137	+	18.82	N3
chr4	111642330	111642331	182564	-0.1358328	-	18.82	N3
chr1	12079770	12079771	2566	0.276956010951701	-	18.85	N3
chr6	138692403	138692404	209970	-0.06286303	+	18.85	N3
chr7	122219456	122219457	225607	-0.1269732	+	18.85	N3
chr6	149840759	149840760	210578	-0.1634793	+	18.88	N3
chr11	74570705	74570706	41711	-0.06331052	-	18.88	N3
chr21	45556128	45556129	154146	-0.2640299	-	18.88	N3
chr8	144126629	144126630	240460	-0.1891266	+	18.88	N3
chr7	134432859	134432860	226560	-0.07128103	+	18.91	N3
chr7	134954396	134954397	226610	-0.1239912	-	18.91	N3
chr2	178479211	178479212	137063	0.1621172	+	18.91	N3
chr19	18986929	18986930	115458	0.07060473	-	18.94	N3
chr5	126780440	126780441	194913	-0.2356887	-	18.94	N3
chr21	36331106	36331107	152633	0.2756003	-	18.94	N3
chr2	23927205	23927206	125715	-0.2326643	-	18.94	N3
chr22	31633998	31633999	157059	0.2857733	-	18.97	N3
chr12	47767330	47767331	50188	-0.01344621	-	18.97	N3
chr1	47432561	47432562	7682	0.5111289	+	18.97	N3
chr4	121900576	121900577	183057	0.0153775	+	18.97	N3
chr2	68715618	68715619	129088	0.4675024	-	19	N3
chr2	201158525	201158526	138200	-0.1931762	-	19.03	N3
chr11	113305893	113305894	44091	-0.2094725	+	19.03	N3
chr8	41578031	41578032	233156	-0.08312263	+	19.03	N3
chr3	130759913	130759914	170589	-0.08180928	+	19.06	N3
chr19	49678079	49678080	120619	0.2693907	-	19.06	N3
chr1	171801596	171801597	16434	0.1649033	+	19.06	N3
chr1	7753003	7753004	1861	-0.012624288717195	-	19.06	N3
chr12	31682307	31682308	49407	-0.1125522	+	19.06	N3
chr1	235504597	235504598	21566	-0.1799789	+	19.06	N3
chr5	79133810	79133811	192768	0.2308997	+	19.06	N3
chr17	61636121	61636122	98920	0.009390253	+	19.09	N3
chr2	18750103	18750104	125262	-0.04296464	+	19.09	N3
chr22	37934087	37934088	157882	0.4060887	-	19.09	N3
chr2	135473771	135473772	134623	-0.1294712	+	19.09	N3
chr11	17389360	17389361	36288	-0.03194496	+	19.09	N3
chr10	71486677	71486678	27567	0.2642644	+	19.12	N3
chr11	82718406	82718407	42433	-0.07515212	+	19.15	N3
chr4	75848443	75848444	180747	0.1404332	-	19.15	N3
chr1	150813290	150813291	14256	0.3326132	-	19.15	N3
chr5	132411080	132411081	195214	-0.009599931	-	19.18	N3
chr11	111982197	111982198	43972	-0.1236359	-	19.18	N3
chr1	65075564	65075565	9172	-0.1758547	-	19.18	N3
chr7	105652538	105652539	224798	0.7873817	+	19.21	N3
chr4	164779937	164779938	185215	0.08910348	+	19.21	N3
chr2	181077321	181077322	137178	-0.1209669	+	19.21	N3
chr1	151996988	151996989	14417	0.4361018	-	19.24	N3
chr2	217142850	217142851	139155	0.05940658	-	19.24	N3
chr2	219521466	219521467	139553	-0.07646548	-	19.24	N3
chr9	35117008	35117009	243327	0.2684517	+	19.24	N3
chr2	219003247	219003248	139425	-0.02397446	-	19.24	N3
chr2	25522296	25522297	125878	-0.008991496	-	19.24	N3
chr10	30784038	30784039	24778	-0.1386189	+	19.27	N3
chr1	95084774	95084775	10802	-0.1341642	+	19.27	N3
chr17	28417003	28417004	94804	-0.06682631	-	19.27	N3
chr11	72091431	72091432	41350	-0.07878492	-	19.27	N3
chr22	21657483	21657484	155533	-0.03009783	-	19.3	N3
chr9	35604051	35604052	243363	0.2220682	+	19.3	N3
chr5	5492543	5492544	187684	-0.2133436	+	19.3	N3
chr1	1122271	1122272	225	0.0872563519930852	+	19.3	N3
chr4	127400935	127400936	183298	-0.192151	-	19.33	N3
chr1	151968152	151968153	14410	0.1070685	+	19.33	N3
chr11	64355374	64355375	39701	-0.2314871	+	19.33	N3
chr7	8724299	8724300	217772	-0.09144844	-	19.33	N3
chr7	1640550	1640551	216722	0.2229764	+	19.36	N3
chr11	67262854	67262855	40352	0.551628	+	19.36	N3
chr3	45546837	45546838	164481	0.7242983	-	19.36	N3
chr6	3978375	3978376	200832	-0.05698386	-	19.36	N3
chr1	99481585	99481586	10978	-0.164996	-	19.36	N3
chr17	31558859	31558860	95218	-0.09262567	+	19.36	N3
chr16	579263	579264	81487	0.3934724	+	19.39	N3
chr1	163174991	163174992	15823	0.3834515	-	19.39	N3
chr11	44094452	44094453	37825	0.651893	+	19.39	N3
chr14	49865551	49865552	65529	0.6590766	+	19.39	N3
chr10	29377550	29377551	24638	-0.02226345	+	19.45	N3
chr2	70965081	70965082	129318	0.9517533	+	19.45	N3
chr1	66996240	66996241	9274	-0.1598115	+	19.48	N3
chr1	44708071	44708072	7383	-0.01614008	+	19.48	N3
chr19	40139986	40139987	118771	0.3048947	+	19.48	N3
chr6	87391526	87391527	207112	0.008898821	-	19.48	N3
chr6	112880022	112880023	208509	0.03073489	+	19.51	N3
chr6	150007315	150007316	210618	0.4710182	+	19.51	N3
chr4	86895932	86895933	181396	-0.2204922	-	19.54	N3
chr18	12660040	12660041	104587	0.01370884	-	19.54	N3
chr10	13271701	13271702	23600	0.1117615	+	19.57	N3
chr5	137752054	137752055	195844	0.308813	+	19.57	N3
chr1	21255386	21255387	4029	0.1797692	+	19.57	N3
chr19	8396853	8396854	113417	0.3664693	-	19.57	N3
chr5	97231231	97231232	193563	-0.1846719	+	19.6	N3
chr17	48724696	48724697	97714	0.1009451	+	19.6	N3
chr7	96075610	96075611	223692	-0.2121664	+	19.6	N3
chr4	110211467	110211468	182493	-0.1830033	+	19.6	N3
chr1	52296451	52296452	8087	-0.06380196	-	19.64	N3
chr12	133181381	133181382	57634	0.517947	-	19.64	N3
chr17	752348	752349	91666	0.0746569	-	19.64	N3
chr14	88013932	88013933	68309	0.07488098	+	19.64	N3
chr21	41610557	41610558	153146	0.5254892	+	19.64	N3
chr2	190781811	190781812	137643	-0.0812755	+	19.64	N3
chr6	137076716	137076717	209829	-0.172475	+	19.67	N3
chr3	47324457	47324458	164752	-0.06110809	-	19.67	N3
chr19	17292977	17292978	114983	-0.1109724	+	19.67	N3
chr22	46116696	46116697	159398	-0.2331557	-	19.67	N3
chr1	6486644	6486645	1622	0.832149460543718	+	19.7	N3
chr5	32093403	32093404	189061	-0.1236359	-	19.7	N3
chr11	2197436	2197437	34823	-0.02994581	+	19.7	N3
chr11	4182276	4182277	35242	-0.14249	+	19.73	N3
chr1	241627681	241627682	21935	-0.1834947	-	19.73	N3
chr11	67054028	67054029	40321	0.08505392	+	19.76	N3
chr1	225845972	225845973	20437	0.1706215	-	19.76	N3
chr2	70687001	70687002	129274	0.105844	+	19.76	N3
chr3	48151692	48151693	164851	-0.1223226	-	19.79	N3
chr9	97954734	97954735	246867	0.01874127	+	19.79	N3
chr7	124785378	124785379	225711	-0.1212974	-	19.79	N3
chr8	100680989	100680990	236718	-0.2913459	-	19.79	N3
chr22	31149183	31149184	156974	-0.09247365	-	19.79	N3
chr2	176140650	176140651	136891	0.2214598	+	19.82	N3
chr5	132008027	132008028	195158	-0.1563307	-	19.82	N3
chr1	8314480	8314481	1915	-0.118273002947282	-	19.82	N3
chr1	32335308	32335309	5824	-0.1526629	+	19.82	N3
chr11	46617934	46617935	38240	0.1726207	-	19.82	N3
chr1	161647749	161647750	15705	-0.1799789	+	19.85	N3
chr15	99213389	99213390	80089	0.212429	-	19.85	N3
chr3	5057975	5057976	161171	-0.1623021	-	19.88	N3
chr1	201878024	201878025	18277	0.138586	+	19.88	N3
chr2	95345706	95345707	130935	0.5048393	+	19.88	N3
chr18	3246209	3246210	103786	-0.1007995	-	19.91	N3
chr2	20379203	20379204	125409	-0.04926649	+	19.91	N3
chr7	116809884	116809885	225380	-0.1460058	-	19.91	N3
chr1	229482171	229482172	21013	-0.09062652	-	19.91	N3
chr19	41793293	41793294	119107	0.6327858	+	19.91	N3
chr2	177149102	177149103	136955	-0.0621333	-	19.91	N3
chr6	10465827	10465828	201339	-0.1618107	-	19.91	N3
chr6	71013032	71013033	206264	0.2154253	-	19.94	N3
chr5	98771734	98771735	193626	0.2534338	-	19.94	N3
chr2	159807638	159807639	135804	-0.06216831	-	19.94	N3
chr2	44392546	44392547	127489	-0.133139	+	19.94	N3
chr4	3047568	3047569	176128	0.1005283	+	19.94	N3
chr17	77772564	77772565	100933	0.143949	-	20	N3
chr2	190680477	190680478	137633	0.003088404	-	20.03	N3
chr11	107741135	107741136	43706	0.1616258	+	20.03	N3
chr20	31557550	31557551	146152	0.4042167	+	20.06	N3
chr3	45210739	45210740	164434	-0.1433119	+	20.06	N3
chr10	31837002	31837003	24853	-0.00629763	+	20.06	N3
chr2	219509857	219509858	139547	-0.08380843	+	20.09	N3
chr20	17655130	17655131	143750	-0.02528781	+	20.09	N3
chr5	133869357	133869358	195400	0.07124818	-	20.12	N3
chr1	204127826	204127827	18608	0.3016644	-	20.12	N3
chr15	34588173	34588174	73904	0.1189101	-	20.15	N3
chr11	2420884	2420885	34893	0.4267508	-	20.15	N3
chr8	11016586	11016587	230678	0.4045271	-	20.18	N3
chr16	1363604	1363605	81827	0.4976907	+	20.18	N3
chr8	22164892	22164893	231543	-0.2599803	+	20.18	N3
chr2	128179372	128179373	133877	-0.1543316	+	20.18	N3
chr20	38446666	38446667	147118	0.04322727	-	20.21	N3
chr10	6445870	6445871	23133	-0.118273	+	20.21	N3
chr2	32772803	32772804	126659	-0.1438033	+	20.21	N3
chr4	99808454	99808455	182007	0.03788347	-	20.21	N3
chr3	39031001	39031002	163835	0.05573877	-	20.24	N3
chr1	110207934	110207935	11569	0.397674	+	20.24	N3
chr9	113407091	113407092	247971	0.1076022	-	20.27	N3
chr4	1729924	1729925	175792	0.3988188	-	20.27	N3
chr15	40942031	40942032	74383	0.1784559	+	20.3	N3
chr10	74266198	74266199	27879	-0.1808008	+	20.3	N3
chr1	196661118	196661119	17856	-0.09883532	-	20.3	N3
chr16	57419035	57419036	87120	0.1568465	+	20.33	N3
chr9	136644693	136644694	251727	-0.01810421	-	20.33	N3
chr15	34367729	34367730	73873	0.02158716	-	20.36	N3
chr15	40906532	40906533	74364	1.162185	-	20.36	N3
chr1	196318114	196318115	17842	-0.07984514	+	20.36	N3
chr2	85391426	85391427	130324	0.284596	+	20.36	N3
chr17	42527421	42527422	96678	-0.04015377	-	20.39	N3
chr6	25720614	25720615	202424	0.06773239	+	20.39	N3
chr6	41902332	41902333	204557	-0.05498471	+	20.39	N3
chr12	57621918	57621919	51633	0.4987817	-	20.42	N3
chr1	93629659	93629660	10664	-0.03361362	+	20.42	N3
chr4	169613317	169613318	185448	-0.2133436	+	20.42	N3
chr7	98837005	98837006	223910	0.5958604	-	20.45	N3
chr1	26285260	26285261	4873	0.4679218	+	20.45	N3
chr12	64549768	64549769	51991	0.1622342	+	20.48	N3
chr4	128454438	128454439	183374	-0.02994581	+	20.48	N3
chr2	68837453	68837454	129097	0.3171388	-	20.48	N3
chr6	5057296	5057297	200932	0.2754833	+	20.48	N3
chr17	42721198	42721199	96723	-0.154823	+	20.51	N3
chr1	30911547	30911548	5610	-0.105001	-	20.51	N3
chr2	45494878	45494879	127587	-0.1639707	-	20.51	N3
chr7	5827959	5827960	217544	0.367825	-	20.51	N3
chr17	50950509	50950510	98109	-0.1819781	-	20.54	N3
chr9	104743578	104743579	247313	0.4992731	-	20.57	N3
chr9	37594671	37594672	243610	-0.03076774	-	20.57	N3
chr1	167401449	167401450	16135	-0.2204922	+	20.6	N3
chr11	9862315	9862316	35653	0.2969714	+	20.6	N3
chr1	15741539	15741540	3035	0.3108122	-	20.6	N3
chr2	24827796	24827797	125777	0.4635391	-	20.63	N3
chr17	44920184	44920185	97139	-0.2039926	+	20.66	N3
chr12	122952509	122952510	56197	-0.1758547	+	20.66	N3
chr4	48275454	48275455	179524	-0.1901519	-	20.69	N3
chr9	136694376	136694377	251750	-0.06346254	-	20.69	N3
chr11	125874706	125874707	45577	-0.01042185	-	20.69	N3
chr10	95183765	95183766	29602	0.4011898	+	20.69	N3
chr19	2579617	2579618	112033	-0.1243217	-	20.72	N3
chr3	14925834	14925835	162369	0.282588	+	20.72	N3
chr11	2419830	2419831	34892	0.3659779	-	20.72	N3
chr1	162056152	162056153	15742	0.2963015	+	20.75	N3
chr10	95601323	95601324	29651	-0.1516377	-	20.75	N3
chr7	130982344	130982345	226223	0.02437321	+	20.75	N3
chr8	99859959	99859960	236662	0.1057551	-	20.78	N3
chr5	135426285	135426286	195622	-0.09716667	-	20.78	N3
chr2	231227498	231227499	140313	-0.1639707	+	20.78	N3
chr2	44955806	44955807	127533	0.4174861	-	20.78	N3
chr16	18801813	18801814	84037	0.002864331	+	20.78	N3
chr19	3275558	3275559	112234	0.1396112	+	20.81	N3
chr1	171985064	171985065	16446	-0.05665337	-	20.81	N3
chr17	77011372	77011373	100774	0.06357315	+	20.81	N3
chr2	200510124	200510125	138140	0.2211293	-	20.81	N3
chr11	94519678	94519679	43057	-0.02932315	+	20.84	N3
chr21	43612032	43612033	153601	0.08959492	+	20.87	N3
chr1	40848719	40848720	6874	0.3205825	+	20.87	N3
chr2	73085811	73085812	129611	0.5886255	+	20.87	N3
chr11	62560728	62560729	39341	0.05940658	+	20.9	N3
chr8	94574323	94574324	236271	-0.003273271	-	20.9	N3
chr17	60143057	60143058	98790	-0.06448775	+	20.9	N3
chr5	120458459	120458460	194629	-0.05211237	-	20.93	N3
chr5	151051835	151051836	197187	0.7496958	+	20.93	N3
chr16	21084006	21084007	84262	0.3316022	-	20.93	N3
chr12	25387640	25387641	48987	0.3814523	-	20.96	N3
chr2	189412546	189412547	137547	0.1096903	-	20.96	N3
chr11	11849413	11849414	35832	0.09869541	-	20.99	N3
chr6	63574495	63574496	205982	-0.09062652	+	20.99	N3
chr6	37304099	37304100	204027	-0.1606334	+	20.99	N3
chr1	85308306	85308307	10128	-0.05093515	+	20.99	N3
chr5	62779142	62779143	191697	-0.08347793	-	20.99	N3
chr2	74587858	74587859	129800	-0.1808008	-	21.02	N3
chr2	218406656	218406657	139338	-0.2003248	+	21.02	N3
chr6	79868316	79868317	206752	0.335235	-	21.02	N3
chr17	49851941	49851942	97871	0.4983342	-	21.05	N3
chr2	222903820	222903821	139792	-0.1016214	-	21.05	N3
chr14	35687516	35687517	64934	0.1252367	-	21.05	N3
chr19	46991335	46991336	120089	0.3351038	-	21.05	N3
chr17	63479080	63479081	99076	0.298568	-	21.09	N3
chr19	9625995	9625996	113536	-0.1038238	+	21.09	N3
chr22	42867941	42867942	158789	-0.2610055	+	21.09	N3
chr16	21188851	21188852	84272	-0.09531953	+	21.12	N3
chr2	27191714	27191715	126124	-0.1628359	-	21.12	N3
chr16	71746634	71746635	88498	-0.1521291	-	21.12	N3
chr6	122381687	122381688	208965	0.1695963	+	21.12	N3
chr8	38768474	38768475	232956	0.8869061	-	21.12	N3
chr6	131116964	131116965	209430	-0.1084279	-	21.12	N3
chr7	25259832	25259833	218656	-0.06682631	+	21.15	N3
chr5	112551618	112551619	194210	0.02134886	+	21.15	N3
chr12	94102423	94102424	53408	0.5133171	-	21.18	N3
chr2	190089036	190089037	137592	-0.03663798	+	21.21	N3
chr12	42129800	42129801	49862	-0.1895434	+	21.21	N3
chr2	185739025	185739026	137387	-0.1007995	-	21.24	N3
chr11	117106163	117106164	44484	0.02906623	-	21.27	N3
chr1	199684856	199684857	18008	-0.1073396	+	21.27	N3
chr2	15637458	15637459	125018	0.4521169	+	21.3	N3
chr1	2046644	2046645	512	0.344668294776445	-	21.3	N3
chr1	6363229	6363230	1574	0.0188582733126959	+	21.33	N3
chr6	15390505	15390506	201730	-0.1156654	-	21.33	N3
chr4	128191480	128191481	183347	-0.06068871	+	21.33	N3
chr6	36724794	36724795	203930	-0.04378656	-	21.33	N3
chr11	34493020	34493021	37357	-0.03513026	-	21.36	N3
chr21	34367528	34367529	152456	-0.1543316	+	21.36	N3
chr5	15003631	15003632	188426	-0.1706279	-	21.36	N3
chr1	156860265	156860266	15170	-0.1109724	-	21.36	N3
chr11	125923216	125923217	45583	-0.2103193	+	21.39	N3
chr8	125230853	125230854	238105	-0.06032118	+	21.39	N3
chr11	117181459	117181460	44493	-0.05044372	+	21.42	N3
chr7	149883589	149883590	227817	-0.01344621	+	21.42	N3
chr12	125331092	125331093	56631	0.5708126	+	21.45	N3
chr1	206590666	206590667	18979	0.1462684	+	21.45	N3
chr2	191812313	191812314	137721	-0.03581606	+	21.45	N3
chr4	143908011	143908012	184098	-0.1251685	-	21.48	N3
chr5	43484413	43484414	189800	0.009390253	-	21.48	N3
chr12	27733247	27733248	49135	-0.06497918	+	21.51	N3
chr1	228340978	228340979	20848	-0.1448285	+	21.51	N3
chr8	27602239	27602240	232114	0.09909795	-	21.51	N3
chr4	75724120	75724121	180742	0.1218994	-	21.6	N3
chr6	163554879	163554880	211694	0.3869672	-	21.63	N3
chr21	33127508	33127509	152336	0.180616	-	21.63	N3
chr1	50774957	50774958	7980	-0.12386	+	21.66	N3
chr20	1213107	1213108	142446	0.08856971	-	21.66	N3
chr9	113274591	113274592	247960	0.1550856	+	21.69	N3
chr11	47355358	47355359	38326	0.00224167	-	21.69	N3
chr1	9950495	9950496	2200	0.526514449286877	+	21.69	N3
chr17	79790041	79790042	101432	-0.07960684	+	21.72	N3
chr16	58000782	58000783	87255	0.03258202	-	21.75	N3
chr17	77066975	77066976	100784	-0.2398129	-	21.75	N3
chr4	55321868	55321869	179861	0.004697236	-	21.75	N3
chr5	87781318	87781319	193142	0.3326132	+	21.78	N3
chr17	38983319	38983320	96078	-0.1808008	+	21.78	N3
chr7	149497817	149497818	227720	0.01889329	-	21.81	N3
chr16	68264162	68264163	88059	0.7835959	+	21.81	N3
chr11	66834437	66834438	40271	0.2288774	-	21.84	N3
chr2	219058168	219058169	139445	0.03890868	+	21.84	N3
chr11	72482437	72482438	41412	0.1379426	+	21.84	N3
chr19	1897800	1897801	111818	-0.2243385	+	21.87	N3
chr17	64420364	64420365	99233	0.4136398	+	21.87	N3
chr7	1664837	1664838	216732	0.3446683	+	21.87	N3
chr6	134097319	134097320	209631	-0.1819781	-	21.87	N3
chr1	20213022	20213023	3900	0.630316	+	21.9	N3
chr16	57092984	57092985	87058	-0.1192982	+	21.9	N3
chr4	76067848	76067849	180759	-0.1534848	-	21.93	N3
chr21	45970827	45970828	154216	0.7953936	+	21.93	N3
chr9	101449230	101449231	247197	-0.06776524	+	21.96	N3
chr1	54121737	54121738	8317	0.2719675	+	21.96	N3
chr11	72025283	72025284	41346	0.5293444	+	21.96	N3
chr17	59311158	59311159	98716	-0.05498471	+	21.96	N3
chr10	46565793	46565794	25807	-0.115174	-	21.99	N3
chr1	203117994	203117995	18468	0.3344954	+	21.99	N3
chr7	100407751	100407752	224146	0.1015535	-	22.11	N3
chr7	150356603	150356604	227880	0.1841767	+	22.14	N3
chrX	153947469	153947470	261572	0.2856212	+	22.14	N3
chr1	100459709	100459710	11016	0.07893054	-	22.17	N3
chr16	66751883	66751884	87753	0.3763029	-	22.17	N3
chr6	26956992	26956993	202522	0.1877646	+	22.2	N3
chr2	85827577	85827578	130403	0.01337835	+	22.2	N3
chr8	27426388	27426389	232071	-0.293345	+	22.2	N3
chr17	28647022	28647023	94842	0.4569269	+	22.23	N3
chr15	84599204	84599205	78767	-0.1514857	+	22.26	N3
chr16	84065725	84065726	89558	0.4450853	-	22.29	N3
chr6	56593094	56593095	205710	-0.1504605	-	22.29	N3
chr7	44241151	44241152	220263	-0.007931272	+	22.32	N3
chr2	15588523	15588524	125015	-0.02361915	-	22.32	N3
chr3	36729652	36729653	163571	-0.1421347	+	22.35	N3
chr10	6086581	6086582	23079	0.6371956	+	22.38	N3
chr9	131350217	131350218	250269	-0.0694339	+	22.38	N3
chr11	67630776	67630777	40490	0.5921836	+	22.41	N3
chr20	35329731	35329732	146666	0.1893612	-	22.44	N3
chr17	61390123	61390124	98868	0.3428212	-	22.44	N3
chr20	44733552	44733553	147737	0.2540914	-	22.47	N3
chr11	46389568	46389569	38209	0.001419745	+	22.47	N3
chr6	116532191	116532192	208676	0.4932667	-	22.5	N3
chr19	49392066	49392067	120548	0.09077214	+	22.5	N3
chr4	56301670	56301671	179917	-0.008753196	-	22.5	N3
chr1	171313991	171313992	16401	0.2727544	-	22.5	N3
chr2	170324751	170324752	136395	-0.01200163	+	22.54	N3
chr1	182786869	182786870	17258	0.1541219	-	22.54	N3
chr19	47849318	47849319	120264	0.3724318	+	22.57	N3
chr1	66765184	66765185	9263	0.04919863	+	22.6	N3
chr17	29618148	29618149	95018	0.001419745	-	22.63	N3
chr6	117605407	117605408	208731	-0.08063205	-	22.66	N3
chr11	86193716	86193717	42591	-0.08977978	-	22.66	N3
chr1	242017805	242017806	21952	0.3149364	-	22.66	N3
chr5	42909075	42909076	189737	-0.1109724	+	22.66	N3
chr1	44092379	44092380	7300	0.04050529	+	22.69	N3
chr16	72502283	72502284	88555	-0.1866711	+	22.69	N3
chr5	43227780	43227781	189777	-0.06547061	+	22.69	N3
chr16	31382755	31382756	85527	-0.118273	-	22.75	N3
chr5	32076902	32076903	189059	-0.1413128	-	22.75	N3
chr12	57831555	57831556	51673	-0.133139	+	22.75	N3
chr12	89543119	89543120	53188	0.4636313	+	22.78	N3
chr8	144902124	144902125	240707	0.2809632	+	22.78	N3
chr17	62703945	62703946	99000	-0.2094725	+	22.81	N3
chr11	44556830	44556831	37891	-0.2224914	+	22.84	N3
chr17	78014042	78014043	100984	0.144066	-	22.87	N3
chr11	36150143	36150144	37484	-0.2599803	-	22.9	N3
chr6	132963163	132963164	209558	0.2537642	+	22.9	N3
chr19	14073536	14073537	114404	0.4664772	+	22.9	N3
chr12	104109359	104109360	54082	0.3751256	-	22.93	N3
chr3	128680874	128680875	170321	0.2673634	+	22.93	N3
chr1	111755675	111755676	11733	0.2702989	-	22.96	N3
chr7	44857114	44857115	220358	-0.06146339	+	22.99	N3
chr17	82767343	82767344	102330	0.1247453	-	22.99	N3
chr6	116010992	116010993	208642	-0.004298479	+	23.02	N3
chr1	219661234	219661235	19972	0.2241536	-	23.02	N3
chr2	127355603	127355604	133762	-0.1305171	+	23.05	N3
chr6	79949326	79949327	206756	-0.02646504	+	23.05	N3
chr5	132830093	132830094	195278	0.01738557	+	23.08	N3
chr5	150656687	150656688	197143	0.1040441	-	23.11	N3
chr12	96400590	96400591	53615	-0.1728303	-	23.14	N3
chr20	44867753	44867754	147760	0.3218318	-	23.14	N3
chr16	83968205	83968206	89533	0.02240908	+	23.17	N3
chr11	119381663	119381664	44876	0.4726869	-	23.17	N3
chr1	19391513	19391514	3781	-0.01042185	+	23.17	N3
chr17	43024574	43024575	96772	-0.1909738	+	23.2	N3
chr10	13440657	13440658	23618	0.5400247	-	23.23	N3
chr5	172479184	172479185	198659	-0.2546788	+	23.23	N3
chr6	125153702	125153703	209092	0.1252367	+	23.26	N3
chr16	75764365	75764366	88881	-0.03848511	-	23.26	N3
chr1	8671497	8671498	1966	-0.161810654403649	-	23.26	N3
chr14	20971089	20971090	63862	0.6092097	-	23.29	N3
chr2	39729037	39729038	127120	0.1876036	-	23.29	N3
chr2	27170028	27170029	126122	0.1824631	+	23.35	N3
chr8	28745237	28745238	232234	0.01689414	+	23.35	N3
chr7	130486171	130486172	226179	0.9416419	+	23.38	N3
chr1	92749196	92749197	10600	-0.1301146	+	23.44	N3
chr6	5379846	5379847	200965	0.3426691	-	23.47	N3
chr19	48320188	48320189	120344	0.08959492	+	23.5	N3
chr11	88544564	88544565	42747	0.3714578	-	23.53	N3
chr2	46464659	46464660	127705	0.7978019	+	23.53	N3
chr7	20598723	20598724	218300	0.1396112	-	23.56	N3
chr6	11575717	11575718	201432	0.0802439	-	23.62	N3
chr3	33787599	33787600	163440	-0.06228532	-	23.65	N3
chr1	223143033	223143034	20207	-0.1808008	-	23.65	N3
chr6	13873925	13873926	201603	-0.1039758	+	23.71	N3
chr6	137271780	137271781	209846	-0.2398129	+	23.74	N3
chr6	43773515	43773516	204831	0.4050916	-	23.77	N3
chr2	97806909	97806910	131293	0.2656058	+	23.77	N3
chr5	178280140	178280141	199520	0.06640315	+	23.8	N3
chr2	230712797	230712798	140242	0.1260586	+	23.8	N3
chr1	241896547	241896548	21941	-0.2094725	+	23.86	N3
chr7	112898882	112898883	225207	0.4741314	-	23.89	N3
chr1	205524480	205524481	18837	0.8096907	-	23.92	N3
chr2	68463478	68463479	129072	-0.07597405	+	23.95	N3
chr17	64939072	64939073	99281	0.04090783	-	23.99	N3
chr6	117675339	117675340	208733	-0.1992996	+	23.99	N3
chr2	120313341	120313342	133174	-0.1091253	-	23.99	N3
chr17	79839934	79839935	101457	0.7263256	+	24.05	N3
chr6	27895685	27895686	202600	0.1634729	-	24.05	N3
chr4	81405968	81405969	181087	0.08505392	+	24.11	N3
chr19	39412843	39412844	118711	0.3554497	-	24.14	N3
chr8	95248880	95248881	236329	0.06019349	-	24.14	N3
chr15	90158010	90158011	79373	0.4168162	+	24.17	N3
